,group,variable,value,articles
956,2016-11,2026,1,Wind turbines 'could supply most of UK's electricity'
957,2016-11,2030,2,Going driverless: can self-driving cars gain public trust or will they be derailed?<br><br>Is this the beginning of the end for coal?
958,2016-11,2040,2,"World could face oil shortage by end of decade, says IEA<br><br>South Pacific island ditches fossil fuels to run entirely on solar power"
959,2016-11,2050,1,"Plants modified to boost photosynthesis produce greater yields, study shows"
965,2016-12,1970,1,'This is possible. We did it': the week Portugal ran on renewables
966,2016-12,1973,1,"After 60 years, is nuclear fusion finally poised to deliver?"
967,2016-12,1978,1,A leap forward or a step too far? The new debate over embryo research
968,2016-12,1982,1,A leap forward or a step too far? The new debate over embryo research
969,2016-12,1985,1,"After 60 years, is nuclear fusion finally poised to deliver?"
970,2016-12,1986,1,Peoples productivity and finding our place in an automated future | Letters
971,2016-12,1990,1,A leap forward or a step too far? The new debate over embryo research
972,2016-12,1996,3,"Google, democracy and the truth about internet search<br><br>Could automation make life worse for women?<br><br>Southern rail dispute reflects workers growing fears about rise of automation"
973,2016-12,1997,1,"After 60 years, is nuclear fusion finally poised to deliver?"
974,2016-12,1998,1,"Google, democracy and the truth about internet search"
975,2016-12,2000,2,Rocket men: why techs biggest billionaires want their place in space<br><br>India's small businesses facing 'apocalypse' amid biggest financial experiment in history
976,2016-12,2002,1,Rocket men: why techs biggest billionaires want their place in space
977,2016-12,2003,1,"After 60 years, is nuclear fusion finally poised to deliver?"
978,2016-12,2004,2,"Google, democracy and the truth about internet search<br><br>Rocket men: why techs biggest billionaires want their place in space"
979,2016-12,2005,2,"Kazuo Ishiguro: 'Were coming close to the point where we can create people who are superior to others'<br><br>AI, self-driving cars and cyberwar  the tech trends to watch for in 2017"
980,2016-12,2006,4,"Google, democracy and the truth about internet search<br><br>Rocket men: why techs biggest billionaires want their place in space<br><br>Could automation make life worse for women?<br><br>'Cloud fishing' reels in precious water for villagers in rural Morocco | Celeste Hicks"
981,2016-12,2007,2,Kazuo Ishiguro: 'Were coming close to the point where we can create people who are superior to others'<br><br>US businesses push against Trump's attempts to dismiss climate change
982,2016-12,2008,8,"After 60 years, is nuclear fusion finally poised to deliver?<br><br>New app proves a nourishing idea for wasted food | Killian Fox<br><br>Will Trump goto Mars? Nasas nervous wait<br><br>Google, democracy and the truth about internet search<br><br>Robots beware, kids are in training for the jobs of tomorrow<br><br>Southern rail dispute reflects workers growing fears about rise of automation<br><br>'This is possible. We did it': the week Portugal ran on renewables<br><br>AI, self-driving cars and cyberwar  the tech trends to watch for in 2017"
983,2016-12,2009,1,Let the people lighten energy load with citizen-owned schemes
984,2016-12,2010,3,Trump and the GOP may be trying to kneecap climate research | Dana Nuccitelli<br><br>US businesses push against Trump's attempts to dismiss climate change<br><br>Rocket men: why techs biggest billionaires want their place in space
985,2016-12,2011,9,"Trump and the GOP may be trying to kneecap climate research | Dana Nuccitelli<br><br>Could crowdsourcing expertise be the future of government?<br><br>Google, democracy and the truth about internet search<br><br>Rocket men: why techs biggest billionaires want their place in space<br><br>Galactic gold rush: the tech companies aiming to make space mining a reality<br><br>Could automation make life worse for women?<br><br>Keep it in the ground: five trillion reasons to be happy<br><br>Worlds largest hedge fund to replace managers with artificial intelligence<br><br>2016: the year AI came of age"
986,2016-12,2012,5,"New app proves a nourishing idea for wasted food | Killian Fox<br><br>Robots beware, kids are in training for the jobs of tomorrow<br><br>Google to be powered 100% by renewable energy from 2017<br><br>Could automation make life worse for women?<br><br>Bionic legs and smart slacks: exoskeletons that could enhance us all"
987,2016-12,2013,6,"Rocket men: why techs biggest billionaires want their place in space<br><br>Could automation make life worse for women?<br><br>Will the internet of things sacrifice or save the environment?<br><br>Amazon claims first successful Prime Air drone delivery<br><br>AI, self-driving cars and cyberwar  the tech trends to watch for in 2017<br><br>How the world of work changed in 2016"
988,2016-12,2014,18,"Nestl says it can slash sugar in chocolate without changing taste<br><br>Trump and the GOP may be trying to kneecap climate research | Dana Nuccitelli<br><br>Let the people lighten energy load with citizen-owned schemes<br><br>Cancer tumours destroyed by berry found in Queensland rainforest<br><br>Robots beware, kids are in training for the jobs of tomorrow<br><br>Rocket men: why techs biggest billionaires want their place in space<br><br>Galactic gold rush: the tech companies aiming to make space mining a reality<br><br>Could automation make life worse for women?<br><br>Will the internet of things sacrifice or save the environment?<br><br>Why electric cars are only as clean as their power supply<br><br>Queensland's largest solar farm plugs into the grid a month early<br><br>Growing number of Venezuelans trade bolivars for bitcoins to buy necessities<br><br>India plans nearly 60% of electricity capacity from non-fossil fuels by 2027<br><br>World's first solar panel road opens in Normandy village<br><br>Bionic legs and smart slacks: exoskeletons that could enhance us all<br><br>Could online tutors and artificial intelligence be the future of teaching?<br><br>AI, self-driving cars and cyberwar  the tech trends to watch for in 2017<br><br>2016: the year AI came of age"
989,2016-12,2015,20,"After 60 years, is nuclear fusion finally poised to deliver?<br><br>Trump and the GOP may be trying to kneecap climate research | Dana Nuccitelli<br><br>Google, democracy and the truth about internet search<br><br>Rocket men: why techs biggest billionaires want their place in space<br><br>Google to be powered 100% by renewable energy from 2017<br><br>Galactic gold rush: the tech companies aiming to make space mining a reality<br><br>Could automation make life worse for women?<br><br>Amazon Go checkout-free stores look set to come to UK<br><br>Will the internet of things sacrifice or save the environment?<br><br>Why electric cars are only as clean as their power supply<br><br>Amazon claims first successful Prime Air drone delivery<br><br>Driverless buses arrive in Australia: smart and green but what now for drivers?<br><br>The 12 key science moments of 2016<br><br>India plans nearly 60% of electricity capacity from non-fossil fuels by 2027<br><br>UK hits clean energy milestone: 50% of electricity from low carbon sources<br><br>Uber packs up failed self-driving car trial in California and moves to Arizona<br><br>Worlds largest hedge fund to replace managers with artificial intelligence<br><br>Bionic legs and smart slacks: exoskeletons that could enhance us all<br><br>AI, self-driving cars and cyberwar  the tech trends to watch for in 2017<br><br>How the world of work changed in 2016"
990,2016-12,2017,21,"Will Trump goto Mars? Nasas nervous wait<br><br>Rocket men: why techs biggest billionaires want their place in space<br><br>Sadiq Khan to spend 770m on London cycling initiatives<br><br>Animal-free dairy products move a step closer to market<br><br>Google to be powered 100% by renewable energy from 2017<br><br>Galactic gold rush: the tech companies aiming to make space mining a reality<br><br>Amazon Go means more than just job losses, it will restructure the economy<br><br>Amazon Go checkout-free stores look set to come to UK<br><br>Why it's dangerous to outsource our critical thinking to computers<br><br>Queensland's largest solar farm plugs into the grid a month early<br><br>Amazon claims first successful Prime Air drone delivery<br><br>First UK baby with DNA from three people could be born next year<br><br>Southern rail dispute reflects workers growing fears about rise of automation<br><br>The 12 key science moments of 2016<br><br>Swipe right? 'Toilet paper' for smartphones trialled in Japanese airport bathrooms<br><br>'This is possible. We did it': the week Portugal ran on renewables<br><br>Could online tutors and artificial intelligence be the future of teaching?<br><br>'Cloud fishing' reels in precious water for villagers in rural Morocco | Celeste Hicks<br><br>AI, self-driving cars and cyberwar  the tech trends to watch for in 2017<br><br>2016: the year AI came of age<br><br>How the world of work changed in 2016"
991,2016-12,2018,3,Nestl says it can slash sugar in chocolate without changing taste<br><br>Will Trump goto Mars? Nasas nervous wait<br><br>Amazon claims first successful Prime Air drone delivery
992,2016-12,2019,1,Animal-free dairy products move a step closer to market
993,2016-12,2020,3,Galactic gold rush: the tech companies aiming to make space mining a reality<br><br>Will the internet of things sacrifice or save the environment?<br><br>'This is possible. We did it': the week Portugal ran on renewables
994,2016-12,2022,2,Rocket men: why techs biggest billionaires want their place in space<br><br>India plans nearly 60% of electricity capacity from non-fossil fuels by 2027
995,2016-12,2025,5,"After 60 years, is nuclear fusion finally poised to deliver?<br><br>Amazon Go checkout-free stores look set to come to UK<br><br>Will the internet of things sacrifice or save the environment?<br><br>India plans nearly 60% of electricity capacity from non-fossil fuels by 2027<br><br>UK hits clean energy milestone: 50% of electricity from low carbon sources"
996,2016-12,2026,3,Will Trump goto Mars? Nasas nervous wait<br><br>A leap forward or a step too far? The new debate over embryo research<br><br>Why it's dangerous to outsource our critical thinking to computers
997,2016-12,2027,2,Driverless buses arrive in Australia: smart and green but what now for drivers?<br><br>India plans nearly 60% of electricity capacity from non-fossil fuels by 2027
998,2016-12,2030,5,"Will the internet of things sacrifice or save the environment?<br><br>Why electric cars are only as clean as their power supply<br><br>India plans nearly 60% of electricity capacity from non-fossil fuels by 2027<br><br>'This is possible. We did it': the week Portugal ran on renewables<br><br>Growing mega-cities will displace vast tracts of farmland by 2030, study says"
999,2016-12,2035,1,"After 60 years, is nuclear fusion finally poised to deliver?"
1000,2016-12,2040,1,'This is possible. We did it': the week Portugal ran on renewables
1001,2016-12,2046,1,The 12 key science moments of 2016
1002,2016-12,2050,3,"After 60 years, is nuclear fusion finally poised to deliver?<br><br>Let the people lighten energy load with citizen-owned schemes<br><br>How the world of work changed in 2016"
1012,2017-01,1975,2,How the world got fat: a visualisation of global obesity over 40 years | Max Galka<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C
1013,2017-01,1976,1,$460m pledged for vaccine initiative aimed at preventing global epidemics
1014,2017-01,1978,2,"Designer babies: an ethical horror waiting to happen?<br><br>Natural selection making 'education genes' rarer, says Icelandic study"
1015,2017-01,1981,1,A cat in hells chance  why were losing the battle to keep global warming below 2C
1016,2017-01,1988,2,Twelve things you need to know about driverless cars<br><br>Trump urged to make America great again by embracing green tech
1017,2017-01,1990,1,A cat in hells chance  why were losing the battle to keep global warming below 2C
1018,2017-01,1993,1,Organisms created with synthetic DNA pave way for entirely new life forms
1019,2017-01,1996,1,A cat in hells chance  why were losing the battle to keep global warming below 2C
1020,2017-01,1997,2,Scotland sets ambitious goal of 66% emissions cut within 15 years<br><br>No one can read whats on the cards for AIs future | John Naughton
1021,2017-01,2001,1,Can democracy survive the fourth industrial revolution? Should it?
1022,2017-01,2004,1,Elizabeth Blackburn on the telomere effect: Its about keeping healthier for longer
1023,2017-01,2005,1,Designer babies: an ethical horror waiting to happen?
1024,2017-01,2006,1,Two cheers for Swanseas tidal lagoon
1025,2017-01,2007,4,The rise of the cashless city: 'There is this real danger of exclusion'<br><br>China builds world's biggest solar farm in journey to become green superpower #GlobalWarning<br><br>Jobs for all? In the US that idea is about to be tested to destruction | John Harris<br><br>No one can read whats on the cards for AIs future | John Naughton
1026,2017-01,2008,5,"Age of automation: what if more work is the problem, not the solution?<br><br>Twelve things you need to know about driverless cars<br><br>Two cheers for Swanseas tidal lagoon<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C<br><br>The new robot revolution will take the boss's job, not the gardener's"
1027,2017-01,2009,5,"Designer babies: an ethical horror waiting to happen?<br><br>Scotland sets ambitious goal of 66% emissions cut within 15 years<br><br>Utopian ideas on climate change will get us precisely nowhere<br><br>The new robot revolution will take the boss's job, not the gardener's<br><br>AI watchdog needed to regulate automated decision-making, say experts"
1028,2017-01,2010,2,What if Uber kills off public transport rather than cars?<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C
1029,2017-01,2011,3,Your private medical data is for sale  and it's driving a business worth billions<br><br>Utopian ideas on climate change will get us precisely nowhere<br><br>No one can read whats on the cards for AIs future | John Naughton
1030,2017-01,2012,5,Designer babies: an ethical horror waiting to happen?<br><br>Can democracy survive the fourth industrial revolution? Should it?<br><br>Robots will destroy our jobs  and we're not ready for it<br><br>China builds world's biggest solar farm in journey to become green superpower #GlobalWarning<br><br>Scotland eyes 50% renewable energy by 2030 in shift away from North Sea oil
1031,2017-01,2013,4,"The rise of the cashless city: 'There is this real danger of exclusion'<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C<br><br>China builds world's biggest solar farm in journey to become green superpower #GlobalWarning<br><br>The new robot revolution will take the boss's job, not the gardener's"
1032,2017-01,2014,6,"Designer babies: an ethical horror waiting to happen?<br><br>Can democracy survive the fourth industrial revolution? Should it?<br><br>$460m pledged for vaccine initiative aimed at preventing global epidemics<br><br>Organisms created with synthetic DNA pave way for entirely new life forms<br><br>AI system as good as experts at recognising skin cancers, say researchers<br><br>Whatever happened to the DeepMind AI ethics board Google promised?"
1033,2017-01,2015,13,"Rising stars of 2017: research scientist Krtin Nithiyanandam<br><br>Japanese company replaces office workers with artificial intelligence<br><br>Fully automated luxury communism<br><br>UK wind power overtakes coal for first time<br><br>Designer babies: an ethical horror waiting to happen?<br><br>Tech billionaires donate $20m to fund set up to protect society from AI<br><br>Robots will destroy our jobs  and we're not ready for it<br><br>Two cheers for Swanseas tidal lagoon<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C<br><br>Utopian ideas on climate change will get us precisely nowhere<br><br>Scotland eyes 50% renewable energy by 2030 in shift away from North Sea oil<br><br>Elon Musk to dig tunnel to ease traffic in LA, but he doesn't yet have permission<br><br>Oh the humanity! Poker computer trounces humans in big step for AI"
1034,2017-01,2016,32,"Rising stars of 2017: research scientist Krtin Nithiyanandam<br><br>Algorithms: AIs creepy control must be open to inspection<br><br>The driverless car revolution isnt just about technology  its about society too | Jackie Ashley<br><br>How the world got fat: a visualisation of global obesity over 40 years | Max Galka<br><br>Japanese company replaces office workers with artificial intelligence<br><br>UK wind power overtakes coal for first time<br><br>Designer babies: an ethical horror waiting to happen?<br><br>The rise of the cashless city: 'There is this real danger of exclusion'<br><br>Age of automation: what if more work is the problem, not the solution?<br><br>Can democracy survive the fourth industrial revolution? Should it?<br><br>Tech billionaires donate $20m to fund set up to protect society from AI<br><br>Robots will destroy our jobs  and we're not ready for it<br><br>What if Uber kills off public transport rather than cars?<br><br>Robotics, Trump and Brexit turn up the heat amid the snow of Davos<br><br>Twelve things you need to know about driverless cars<br><br>Two cheers for Swanseas tidal lagoon<br><br>Natural selection making 'education genes' rarer, says Icelandic study<br><br>Swedish supermarkets replace sticky labels with laser marking<br><br>Trump urged to make America great again by embracing green tech<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C<br><br>China builds world's biggest solar farm in journey to become green superpower #GlobalWarning<br><br>Sea levels could rise by six to nine metres over time, new study warns<br><br>Utopian ideas on climate change will get us precisely nowhere<br><br>McDonalds will need more than a bigger Big Mac to supersize profits<br><br>The new robot revolution will take the boss's job, not the gardener's<br><br>What if we gave universal income to people in biodiversity hotpots?<br><br>Electric cars will not stem global demand for oil, says BP<br><br>Elon Musk to dig tunnel to ease traffic in LA, but he doesn't yet have permission<br><br>Whatever happened to the DeepMind AI ethics board Google promised?<br><br>Jobs for all? In the US that idea is about to be tested to destruction | John Harris<br><br>AI watchdog needed to regulate automated decision-making, say experts<br><br>No one can read whats on the cards for AIs future | John Naughton"
1035,2017-01,2018,7,"The driverless car revolution isnt just about technology  its about society too | Jackie Ashley<br><br>Fewer car owners and more driverless vehicles in future, survey reveals<br><br>Robots will destroy our jobs  and we're not ready for it<br><br>$460m pledged for vaccine initiative aimed at preventing global epidemics<br><br>Automated mining will cost jobs and tax income: it's time for governments to act<br><br>Utopian ideas on climate change will get us precisely nowhere<br><br>AI watchdog needed to regulate automated decision-making, say experts"
1036,2017-01,2019,1,Robots will destroy our jobs  and we're not ready for it
1037,2017-01,2020,5,Robots will destroy our jobs  and we're not ready for it<br><br>Trump urged to make America great again by embracing green tech<br><br>Scotland sets ambitious goal of 66% emissions cut within 15 years<br><br>China builds world's biggest solar farm in journey to become green superpower #GlobalWarning<br><br>Scotland eyes 50% renewable energy by 2030 in shift away from North Sea oil
1038,2017-01,2021,1,Robots will destroy our jobs  and we're not ready for it
1039,2017-01,2023,1,Scotland eyes 50% renewable energy by 2030 in shift away from North Sea oil
1040,2017-01,2025,6,"UK wind power overtakes coal for first time<br><br>Fewer car owners and more driverless vehicles in future, survey reveals<br><br>Twelve things you need to know about driverless cars<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C<br><br>Scotland sets ambitious goal of 66% emissions cut within 15 years<br><br>Scotland eyes 50% renewable energy by 2030 in shift away from North Sea oil"
1041,2017-01,2030,6,Fully automated luxury communism<br><br>The rise of the cashless city: 'There is this real danger of exclusion'<br><br>Twelve things you need to know about driverless cars<br><br>Scotland sets ambitious goal of 66% emissions cut within 15 years<br><br>China builds world's biggest solar farm in journey to become green superpower #GlobalWarning<br><br>Scotland eyes 50% renewable energy by 2030 in shift away from North Sea oil
1042,2017-01,2032,2,Scotland sets ambitious goal of 66% emissions cut within 15 years<br><br>Scotland eyes 50% renewable energy by 2030 in shift away from North Sea oil
1043,2017-01,2035,2,"Japanese company replaces office workers with artificial intelligence<br><br>Electric cars will not stem global demand for oil, says BP"
1044,2017-01,2050,6,"Two cheers for Swanseas tidal lagoon<br><br>Trump urged to make America great again by embracing green tech<br><br>A cat in hells chance  why were losing the battle to keep global warming below 2C<br><br>Scotland sets ambitious goal of 66% emissions cut within 15 years<br><br>Sea levels could rise by six to nine metres over time, new study warns<br><br>Utopian ideas on climate change will get us precisely nowhere"
1052,2017-02,1973,1,Driverless trucks: economic tsunami may swallow one of most common US jobs
1053,2017-02,1975,1,"It's time for some messy, democratic discussions about the future of AI"
1054,2017-02,1979,1,'Forest cities': the radical plan to save China from air pollution
1055,2017-02,1980,1,India launches record-breaking 104 satellites from single rocket
1056,2017-02,1983,1,"Woolly mammoth on verge of resurrection, scientists reveal"
1057,2017-02,1987,1,"Is Finlands basic universal income a solution to automation, fewer jobs and lower wages?"
1058,2017-02,1990,2,EU on track to meet renewable energy targets  but UK lags behind<br><br>Driverless trucks: economic tsunami may swallow one of most common US jobs
1059,2017-02,1999,1,'The wild west of wind': Republicans push Texas as unlikely green energy leader
1060,2017-02,2000,2,Hand delivered: will Ocado's robot soon be picking your shopping?<br><br>'The wild west of wind': Republicans push Texas as unlikely green energy leader
1061,2017-02,2005,1,EU on track to meet renewable energy targets  but UK lags behind
1062,2017-02,2007,3,"Reasons to be cheerful: a full switch to low-carbon energy is in sight<br><br>EU must shut all coal plants by 2030 to meet Paris climate pledges, study says<br><br>How drones are helping design the solar power plants of the future"
1063,2017-02,2009,1,Reasons to be cheerful: a full switch to low-carbon energy is in sight
1064,2017-02,2010,2,"Is Finlands basic universal income a solution to automation, fewer jobs and lower wages?<br><br>Life expectancy forecast to exceed 90 years in coming decades"
1065,2017-02,2011,2,Attack of the drones: sports next big buzz<br><br>3D-printed prosthetic limbs: the next revolution in medicine
1066,2017-02,2012,4,"Reasons to be cheerful: a full switch to low-carbon energy is in sight<br><br>Woolly mammoth on verge of resurrection, scientists reveal<br><br>'Forest cities': the radical plan to save China from air pollution<br><br>'The wild west of wind': Republicans push Texas as unlikely green energy leader"
1067,2017-02,2013,5,"EU on track to meet renewable energy targets  but UK lags behind<br><br>'Obviously the threat is there': Chris Hadfield on the danger of asteroid strikes<br><br>Is Finlands basic universal income a solution to automation, fewer jobs and lower wages?<br><br>If EU workers go, will robots step in to pick and pack Britains dinners?<br><br>How drones are helping design the solar power plants of the future"
1068,2017-02,2014,3,EU on track to meet renewable energy targets  but UK lags behind<br><br>Almost 90% of new power in Europe from renewable sources in 2016<br><br>India launches record-breaking 104 satellites from single rocket
1069,2017-02,2015,14,"Hand delivered: will Ocado's robot soon be picking your shopping?<br><br>EU on track to meet renewable energy targets  but UK lags behind<br><br>It's time for some messy, democratic discussions about the future of AI<br><br>Reasons to be cheerful: a full switch to low-carbon energy is in sight<br><br>Indian police accused of raping women in restive Chhattisgarh state<br><br>Almost 90% of new power in Europe from renewable sources in 2016<br><br>Could a 400bn plan to refreeze the Arctic before the ice melts really work?<br><br>Attack of the drones: sports next big buzz<br><br>'Obviously the threat is there': Chris Hadfield on the danger of asteroid strikes<br><br>Driverless trucks: economic tsunami may swallow one of most common US jobs<br><br>Woolly mammoth on verge of resurrection, scientists reveal<br><br>Is Finlands basic universal income a solution to automation, fewer jobs and lower wages?<br><br>'The wild west of wind': Republicans push Texas as unlikely green energy leader<br><br>How drones are helping design the solar power plants of the future"
1070,2017-02,2016,20,"Hand delivered: will Ocado's robot soon be picking your shopping?<br><br>In two minds: governments' quantum leap into the future<br><br>Successful male contraceptive gel trial brings new form of birth control closer<br><br>Reasons to be cheerful: a full switch to low-carbon energy is in sight<br><br>Women need to look out for each other in automated workplaces | Harriet Minter<br><br>Almost 90% of new power in Europe from renewable sources in 2016<br><br>EU must shut all coal plants by 2030 to meet Paris climate pledges, study says<br><br>Could a 400bn plan to refreeze the Arctic before the ice melts really work?<br><br>Attack of the drones: sports next big buzz<br><br>'Obviously the threat is there': Chris Hadfield on the danger of asteroid strikes<br><br>Elon Musk says humans must become cyborgs to stay relevant. Is he right?<br><br>Driverless trucks: economic tsunami may swallow one of most common US jobs<br><br>Mark Zuckerberg pens major Facebook manifesto on how to burst the bubble<br><br>Automated holidays: how AI is affecting the travel industry<br><br>GM 'surrogate hens' could lay eggs of rare chicken breeds, scientists say<br><br>Is Finlands basic universal income a solution to automation, fewer jobs and lower wages?<br><br>'The wild west of wind': Republicans push Texas as unlikely green energy leader<br><br>Australian consortium launches world-first digital energy marketplace for rooftop solar<br><br>If EU workers go, will robots step in to pick and pack Britains dinners?<br><br>How drones are helping design the solar power plants of the future"
1071,2017-02,2018,8,"Hand delivered: will Ocado's robot soon be picking your shopping?<br><br>It's time for some messy, democratic discussions about the future of AI<br><br>Women need to look out for each other in automated workplaces | Harriet Minter<br><br>EU must shut all coal plants by 2030 to meet Paris climate pledges, study says<br><br>Driverless trucks: economic tsunami may swallow one of most common US jobs<br><br>'Forest cities': the radical plan to save China from air pollution<br><br>Australian consortium launches world-first digital energy marketplace for rooftop solar<br><br>How drones are helping design the solar power plants of the future"
1072,2017-02,2019,1,"If EU workers go, will robots step in to pick and pack Britains dinners?"
1073,2017-02,2020,6,"EU on track to meet renewable energy targets  but UK lags behind<br><br>We may have less than five years to change how we learn, earn and care<br><br>Reasons to be cheerful: a full switch to low-carbon energy is in sight<br><br>Almost 90% of new power in Europe from renewable sources in 2016<br><br>'Forest cities': the radical plan to save China from air pollution<br><br>'The wild west of wind': Republicans push Texas as unlikely green energy leader"
1074,2017-02,2021,1,"If EU workers go, will robots step in to pick and pack Britains dinners?"
1075,2017-02,2022,1,Solar-powered trains are closer to reality than we might think
1076,2017-02,2023,1,"EU must shut all coal plants by 2030 to meet Paris climate pledges, study says"
1077,2017-02,2025,2,"Almost 90% of new power in Europe from renewable sources in 2016<br><br>EU must shut all coal plants by 2030 to meet Paris climate pledges, study says"
1078,2017-02,2027,1,3D-printed prosthetic limbs: the next revolution in medicine
1079,2017-02,2030,5,"EU on track to meet renewable energy targets  but UK lags behind<br><br>Robots 'could replace 250,000 UK public sector workers'<br><br>EU must shut all coal plants by 2030 to meet Paris climate pledges, study says<br><br>Could a 400bn plan to refreeze the Arctic before the ice melts really work?<br><br>Life expectancy forecast to exceed 90 years in coming decades"
1080,2017-02,2040,1,"EU must shut all coal plants by 2030 to meet Paris climate pledges, study says"
1081,2017-02,2050,2,"EU must shut all coal plants by 2030 to meet Paris climate pledges, study says<br><br>Could a 400bn plan to refreeze the Arctic before the ice melts really work?"
1090,2017-03,1971,1,"Millions of UK workers at risk of being replaced by robots, study says"
1091,2017-03,1973,1,Robots won't just take our jobs  they'll make the rich even richer
1092,2017-03,1976,1,What is a robot exactly  and how do we make it pay tax?
1093,2017-03,1988,1,Douglas Coupland: 'The nine to five is barbaric'
1094,2017-03,1990,2,"Identity politics and intolerance a barrier to development, says UN report<br><br>The robot debate is over: the jobs are gone and they aren't coming back"
1095,2017-03,1991,1,US scientists launch world's biggest solar geoengineering study
1096,2017-03,1992,1,Why virtual reality could be a mental health gamechanger
1097,2017-03,1995,1,Douglas Coupland: 'The nine to five is barbaric'
1098,2017-03,1997,2,What is a robot exactly  and how do we make it pay tax?<br><br>'Spinning sail' rebooted to cut fuel and make ocean tankers greener
1099,2017-03,2001,1,Robots dont challenge surgeons such as me  they challenge dogmatic practice | Ara Darzi
1100,2017-03,2003,1,"Synthetic genome nearly complete, paving way for bespoke organisms"
1101,2017-03,2007,6,AImotive aims to convert regular cars into driverless ones inexpensively<br><br>Why virtual reality could be a mental health gamechanger<br><br>Pull a fast one: London bar installs world's first tap-and-pay beer pump<br><br>Hopping rockets and flying washing machines in Google's wacky race to moon<br><br>Douglas Coupland: 'The nine to five is barbaric'<br><br>The robot debate is over: the jobs are gone and they aren't coming back
1102,2017-03,2009,1,Stephen Hawking: I fear I may not be welcome in Donald Trump's US
1103,2017-03,2010,5,"Solar power growth leaps by 50% worldwide thanks to US and China<br><br>What is a robot exactly  and how do we make it pay tax?<br><br>'Spinning sail' rebooted to cut fuel and make ocean tankers greener<br><br>Put us on the map, please: China's smaller cities go wild for starchitecture<br><br>Facial recognition database used by FBI is out of control, House committee hears"
1104,2017-03,2011,3,Robots won't just take our jobs  they'll make the rich even richer<br><br>Robots delivering pizza and house viewing by VR: is 5G really the future?<br><br>Yuval Noah Harari: Homo sapiens as we know them will disappear in a century or so
1105,2017-03,2013,4,"Solar power growth leaps by 50% worldwide thanks to US and China<br><br>Artificial intelligence is ripe for abuse, tech researcher warns: 'a fascist's dream'<br><br>US scientists launch world's biggest solar geoengineering study<br><br>The robot debate is over: the jobs are gone and they aren't coming back"
1106,2017-03,2014,4,The road ahead: self-driving cars on the brink of a revolution in California<br><br>Yuval Noah Harari: Homo sapiens as we know them will disappear in a century or so<br><br>Nestl says it can slash sugar in chocolate without changing taste<br><br>Why virtual reality could be a mental health gamechanger
1107,2017-03,2015,8,"AImotive aims to convert regular cars into driverless ones inexpensively<br><br>Solar power growth leaps by 50% worldwide thanks to US and China<br><br>First UK licence to create three-person baby granted by fertility regulator<br><br>Stephen Hawking: I fear I may not be welcome in Donald Trump's US<br><br>Identity politics and intolerance a barrier to development, says UN report<br><br>Moores law for carbon would defeat global warming<br><br>Robots v experts: are any human professions safe from automation?<br><br>No, wealth isnt created at the top. It is merely devoured there | Rutger Bregman"
1108,2017-03,2016,21,"Brand human: why efficient automation will not always be best for business<br><br>Chatbot that overturned 160,000 parking fines now helping refugees claim asylum<br><br>Solar power growth leaps by 50% worldwide thanks to US and China<br><br>Technology could redefine doctor-patient relationship | Richard Vize<br><br>Robots delivering pizza and house viewing by VR: is 5G really the future?<br><br>Brain scans can spot criminals, scientists say<br><br>'Spinning sail' rebooted to cut fuel and make ocean tankers greener<br><br>The road ahead: self-driving cars on the brink of a revolution in California<br><br>First UK licence to create three-person baby granted by fertility regulator<br><br>Your annoying mate could soon be able to nick your phone's battery charge<br><br>Put us on the map, please: China's smaller cities go wild for starchitecture<br><br>Yuval Noah Harari: Homo sapiens as we know them will disappear in a century or so<br><br>Elon Musk, meet Port Augusta: four renewable energy projects ready to go<br><br>Identity politics and intolerance a barrier to development, says UN report<br><br>Nestl says it can slash sugar in chocolate without changing taste<br><br>Moores law for carbon would defeat global warming<br><br>Pull a fast one: London bar installs world's first tap-and-pay beer pump<br><br>Facial recognition database used by FBI is out of control, House committee hears<br><br>Veganism raises your game. Just ask Jermain Defoe | Jamie Berger<br><br>Douglas Coupland: 'The nine to five is barbaric'<br><br>Robots dont challenge surgeons such as me  they challenge dogmatic practice | Ara Darzi"
1109,2017-03,2018,5,"AImotive aims to convert regular cars into driverless ones inexpensively<br><br>Synthetic genome nearly complete, paving way for bespoke organisms<br><br>'Spinning sail' rebooted to cut fuel and make ocean tankers greener<br><br>First UK licence to create three-person baby granted by fertility regulator<br><br>Nestl says it can slash sugar in chocolate without changing taste"
1110,2017-03,2019,1,'Spinning sail' rebooted to cut fuel and make ocean tankers greener
1111,2017-03,2020,5,"Robots delivering pizza and house viewing by VR: is 5G really the future?<br><br>'Spinning sail' rebooted to cut fuel and make ocean tankers greener<br><br>Yuval Noah Harari: Homo sapiens as we know them will disappear in a century or so<br><br>Elon Musk, meet Port Augusta: four renewable energy projects ready to go<br><br>Moores law for carbon would defeat global warming"
1112,2017-03,2022,1,US scientists launch world's biggest solar geoengineering study
1113,2017-03,2025,1,The road ahead: self-driving cars on the brink of a revolution in California
