,group,variable,value,articles
976,2017-01,2017,34,"Finding trust and understanding in autonomous technologies<br><br>Discovery of new crystal structure holds promise for optoelectronic devices<br><br>Lenovo launches 'home assistant' with Amazon Alexa<br><br>Giant atoms could help unveil 'dark matter' and other cosmic secrets<br><br>Porous, 3-D forms of graphene developed at MIT can be 10 times as strong as steel but much lighter<br><br>Robots show their 'personality' at big tech show<br><br>For 'intelligent' robot, chess is just a hobby<br><br>Chinese humanoid robot turns on the charm in Shanghai<br><br>Sea sponges offer clues to how human-made structures can resist buckling<br><br>Top poker pros face off vs. artificial intelligence<br><br>Recreating conditions inside stars with compact lasers<br><br>Physicists 'squeeze' light to cool microscopic drum below quantum limit<br><br>China turns to robots as workers age<br><br>Satellite constellations could be poised to challenge the broadband industry<br><br>Seeing the quantum future... literally<br><br>UK experts warn of Trump climate science clampdown<br><br>Firms push hydrogen as top green energy source<br><br>Brief interventions help online learners persist with coursework, research finds<br><br>Chemists cook up new nanomaterial and imaging method<br><br>New genetic engineering technique could help design, study biological systems<br><br>Society set for head-on collision with driverless cars<br><br>NASA develops AI for future exploration of extraterrestrial subsurface oceans<br><br>Sci-fi holograms a step closer with tiny invention<br><br>3-D printing custom support structures for tissue implants<br><br>Scientists create first stable semisynthetic organism<br><br>Brits, Czechs claim world's most powerful 'super laser'<br><br>Scholars show new method of harvesting crowd wisdom<br><br>New 'needle-pulse' beam pattern packs a punch<br><br>Metallic hydrogen, once theory, becomes reality<br><br>New wave of robots set to deliver the goods<br><br>A commuter's dream: Entrepreneurs race to develop flying car<br><br>Researchers on fast track to combat antibiotic resistance<br><br>A better way to farm algae<br><br>Physicists unveil new form of matter—time crystals"
977,2017-01,2018,1,Satellite constellations could be poised to challenge the broadband industry
978,2017-01,2019,3,China turns to robots as workers age<br><br>Satellite constellations could be poised to challenge the broadband industry<br><br>A commuter's dream: Entrepreneurs race to develop flying car
979,2017-01,2020,3,"China to develop prototype super, super computer in 2017<br><br>Society set for head-on collision with driverless cars<br><br>A commuter's dream: Entrepreneurs race to develop flying car"
980,2017-01,2022,1,Satellite constellations could be poised to challenge the broadband industry
981,2017-01,2030,2,China turns to robots as workers age<br><br>UMD researchers share optimistic vision for Paris Climate Agreement
982,2017-01,2060,1,UMD researchers share optimistic vision for Paris Climate Agreement
986,2017-02,1987,1,Particles from outer space are wreaking low-grade havoc on personal electronics
987,2017-02,1994,1,"What is the Alcubierre ""warp"" drive?"
988,2017-02,1996,1,"What is the Alcubierre ""warp"" drive?"
989,2017-02,1997,1,How NASA's Cassini Saturn mission found a new target in the search for habitable worlds beyond Earth
990,2017-02,2001,1,Particles from outer space are wreaking low-grade havoc on personal electronics
991,2017-02,2002,1,"What is the Alcubierre ""warp"" drive?"
992,2017-02,2003,1,Particles from outer space are wreaking low-grade havoc on personal electronics
993,2017-02,2004,1,Particles from outer space are wreaking low-grade havoc on personal electronics
994,2017-02,2008,3,Novel liquid crystal could triple sharpness of today's televisions<br><br>Four-stroke engine cycle produces hydrogen from methane and captures CO2<br><br>Particles from outer space are wreaking low-grade havoc on personal electronics
995,2017-02,2010,2,Uber brings in NASA engineer to build flying cars<br><br>How algorithms (secretly) run the world
996,2017-02,2012,2,"What is the Alcubierre ""warp"" drive?<br><br>Overcoming hurdles in CRISPR gene editing to improve treatment"
997,2017-02,2013,1,"What is the Alcubierre ""warp"" drive?"
998,2017-02,2014,1,The legal minefield of 3-D printed guns
999,2017-02,2015,6,"Self-driving car prototypes need less human help, data show<br><br>The legal minefield of 3-D printed guns<br><br>Coal and oil demand to peak by 2020, according to new report<br><br>EU must shut coal plants by 2030 to meet climate pledge: study<br><br>Automated cafe sets up shop in tech-crazy, fancy coffee-loving San Francisco<br><br>A rose to store energy: In vivo polymerization and manufacturing of wires and supercapacitors in plants"
1000,2017-02,2016,15,"Self-driving car prototypes need less human help, data show<br><br>US utilities seek sun as Trump sides with coal, fossil fuels<br><br>Terahertz wireless could make spaceborne satellite links as fast as fiber-optic links<br><br>Biologists identify drug combinations that may be highly effective at reducing growth of deadly bacteria<br><br>Uber brings in NASA engineer to build flying cars<br><br>Wave of the future: Terahertz chips a new way of seeing through matter<br><br>Kuri: Startup's personal robot designed to touch your emotions<br><br>Ford bets $1B on startup founded by Waymo, Uber vets (Update)<br><br>How algorithms (secretly) run the world<br><br>Researchers use artificial neural network to simulate a quantum many-body system<br><br>Dubai aims to launch hover-taxi by July<br><br>How NASA's Cassini Saturn mission found a new target in the search for habitable worlds beyond Earth<br><br>Atlanta, other cities eye test tracks for self-driving cars<br><br>Automated cafe sets up shop in tech-crazy, fancy coffee-loving San Francisco<br><br>A rose to store energy: In vivo polymerization and manufacturing of wires and supercapacitors in plants"
1001,2017-02,2017,21,"Novel liquid crystal could triple sharpness of today's televisions<br><br>First ever blueprint unveiled to construct a large scale quantum computer<br><br>Self-driving car prototypes need less human help, data show<br><br>US utilities seek sun as Trump sides with coal, fossil fuels<br><br>Terahertz wireless could make spaceborne satellite links as fast as fiber-optic links<br><br>Scientists develop 'lab on a chip' that costs one cent to make<br><br>Coal and oil demand to peak by 2020, according to new report<br><br>DNA 'barcoding' allows rapid testing of nanoparticles for therapeutic delivery<br><br>Uber brings in NASA engineer to build flying cars<br><br>Kuri: Startup's personal robot designed to touch your emotions<br><br>Ford bets $1B on startup founded by Waymo, Uber vets (Update)<br><br>Researchers use artificial neural network to simulate a quantum many-body system<br><br>Dubai aims to launch hover-taxi by July<br><br>Real-time MRI analysis powered by supercomputers<br><br>Four-stroke engine cycle produces hydrogen from methane and captures CO2<br><br>How NASA's Cassini Saturn mission found a new target in the search for habitable worlds beyond Earth<br><br>Particles from outer space are wreaking low-grade havoc on personal electronics<br><br>Atlanta, other cities eye test tracks for self-driving cars<br><br>Artificial intelligence in quantum systems, too<br><br>Automated cafe sets up shop in tech-crazy, fancy coffee-loving San Francisco<br><br>Gene-edited pigs show signs of resistance to major viral disease"
1002,2017-02,2018,3,"Self-driving car prototypes need less human help, data show<br><br>Material can turn sunlight, heat and movement into electricity—all at once<br><br>How algorithms (secretly) run the world"
1003,2017-02,2019,1,Terahertz wireless could make spaceborne satellite links as fast as fiber-optic links
1004,2017-02,2020,1,"Coal and oil demand to peak by 2020, according to new report"
1005,2017-02,2021,1,"Ford bets $1B on startup founded by Waymo, Uber vets (Update)"
1006,2017-02,2025,2,"Coal and oil demand to peak by 2020, according to new report<br><br>Kuri: Startup's personal robot designed to touch your emotions"
1007,2017-02,2030,3,"Coal and oil demand to peak by 2020, according to new report<br><br>EU must shut coal plants by 2030 to meet climate pledge: study<br><br>Dubai aims to launch hover-taxi by July"
1008,2017-02,2040,1,"Coal and oil demand to peak by 2020, according to new report"
1009,2017-02,2050,2,"Coal and oil demand to peak by 2020, according to new report<br><br>EU must shut coal plants by 2030 to meet climate pledge: study"
1011,2017-03,1979,1,"Expect more deadly heat from climate change, study says"
1012,2017-03,1999,1,"Elon Musk: tech dreamer reaching for sun, moon and stars"
1013,2017-03,2001,1,Researchers create new form of matter—supersolid is crystalline and superfluid at the same time
